id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
ARM_128,Armed Organization,,,,,,,SOM,Somalia,128.0,Somali Patriotic Movement,SPM,Somali Patriotic Movement | Somali Patriotic Movement / Somali National Alliance | Somali Patriotic Movement / Somali Salvation Alliance | SPM | SPM / Nakuru
ARM_129,Armed Organization,,,,,,,SOM,Somalia,129.0,Upper Jubba,,
POL_130,Political Party,,,,,,,SOM,Somalia,130.0,United Somali Party,,
ARM_131,Armed Organization,,,,,,,SOM,Somalia,131.0,United Somali Front,USF,
ARM_132,Armed Organization,,,,,,,SOM,Somalia,132.0,United Somali Congress,USC,Somali National Alliance | SNA | USC/SNA
ARM_133,Armed Organization,,,,,,,SOM,Somalia,133.0,Somali Afrikans Muki Organization,SAMO,
ARM_134,Armed Organization,,,,,,,SOM,Somalia,134.0,Somali National Union,SNU, Somali National Union |  Somali National Union / Somali Salvation Alliance
ARM_135,Armed Organization,,,,,,,SOM,Somalia,135.0,Somali National Democratic Union,SNDU, Somali National Democratic Union |  Somali National Democratic Union / Somali Salvation Alliance
ARM_136,Armed Organization,,,,,,,SOM,Somalia,136.0,Somali Democratic Movement,SDM,Somali Democratic Movement | Somali Democratic Movement / Bonkai | Somali Democratic Movement / Rahanwein Resistance Army | Somali Democratic Movement / Somali National Alliance | Somali Democratic Movement / Somali Salvation Alliance
ARM_137,Armed Organization,,,,,,,SOM,Somalia,137.0,Somali Democratic Alliance,SDA, Somali Democratic Alliance |  Somali Democratic Alliance / Somali Salvation Alliance
ARM_138,Armed Organization,,,,,,,SOM,Somalia,138.0,Somali Salvation Congress,SSC,
CON_139,Country/State,,,,,,,ITA,Italy,139.0,Italy,ITA,Italy/Sardinia | ITALY | Italy | ITALY | Republic Italy | Italy | Government Italian Public | Government Italy | Italian Government  Signing | Italian Republic
ARM_140,Armed Organization,,,,,,,GNB,Guinea-Bissau,140.0,Commander of the Self-Proclaimed Military Junta,,
MIL_141,Military,,,,,,,NGA,Nigeria,141.0,Nigeria Armed Forces,,Armed Forces Federal Republic Nigeria | Armed Forces Federal Republic Nigeria | Armed Forces Federal Republic NIGERIA | Armed Forces Federal Republic Nigeria Excellency | Armed Forces Federal Republic Nigeria Excellency Maftre Abdoulaye WADE
CON_142,Country/State,,,,,,,NER,Niger,142.0,Niger,NIR,"Niger | NIGER | Niger | Niger  Yahaya Assoumane | Republic Niger | Republic NIGER | Republic Niger ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ | Republic Niger Excellency Olusegun OBASANJO | Republic Niger MaÃƒÆ’Ã‚Â¯ MaÃƒÆ’Ã‚Â¯ Gana | Republic Niger Mr MAÃƒÆ’Ã‚Â MAÃƒÆ’Ã‚Â | Republic Niger , Current | Republic Niger ISSOFOU OUBANDAWAKI | Republic Niger  Excellency Olusegun OBASANJO"
ARM_143,Armed Organization,,,,,,,SLB,Solomon Islands,143.0,Malaita Eagle Force,MEF,
ARM_144,Armed Organization,,,,,,,NPL,Nepal,144.0,Unified Communist Party of Nepal - Maoist,CPN-M,
POL_145,Political Party,,,,,,,NPL,Nepal,145.0,Communist Party of Nepal (Maoist Centre),CPN (Maoist),
CON_146,Country/State,,,,,,,NPL,Nepal,146.0,Nepal,NEP,"Nepal | NEPAL | Nepal | Nepal | Government Nepal | Government Nepal , Coordinator : | Government Nepal : Coordinator : | Government Nepal Negotiating Team | Nepali Congress"
POL_147,Political Party,,,,,,,NPL,Nepal,147.0,Communist Party of Nepal (Unified Marxist–Leninist),CPN (UML),
POL_148,Political Party,,,,,,,NPL,Nepal,148.0,Nepali Congress,,
POL_149,Political Party,,,,,,,NPL,Nepal,149.0,Nepal Sadbhavana Party,,
POL_150,Political Party,,,,,,,NPL,Nepal,150.0,Nepal Majdoor Kisan Party,,
POL_151,Political Party,,,,,,,NPL,Nepal,151.0,People's Front Nepal,,
UMB_152,Umbrella,,,,,,,NPL,Nepal,152.0,United Left Front,ULF,
POL_153,Political Party,,,,,,,NPL,Nepal,153.0,Nepal Socialist Party,,
POL_154,Political Party,,,,,,,NPL,Nepal,154.0,Nepal Workers' and Peasants' Party,,
ARM_155,Armed Organization,,,,,,,SDN,Sudan,155.0,Justice and Equality Movement,JEM,JEM ( Justice Equality Movement | Justice and Equality Movement (JEM)
ARM_156,Armed Organization,,,,,,,SDN,Sudan,156.0,Sudan Liberation Movement/Army,SLM/A,Sudan Liberation Army | Sudan Liberation Movement / Army | Sudan Liberation Movement / Army Minni Arko Minawi | Sudan Liberation Movement / Army ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Transitional Council Dr. | Sudan Liberation Movement / Sudan Liberation Army | SLA / MM | Sudan Liberation Army
CON_157,Country/State,,,,,,,TCD,Chad,157.0,Chad,CHA,Chad | CHAD | Chad | Republic Chad | Republic Chad  - Moussa Faki MAHAMAT | RÃƒÂ©publique du Tchad
CON_158,Country/State,,,,,,,SDN,Sudan,158.0,Sudan,SUD,Sudan | SUDAN | Republic Sudan | Republic SUDAN | Republic Sudan H.E. P | Sudan | Sudan : Lino Roll Deng | Sudan | Government Republic Sudan | Sudan Government | SUDAN GOVERNMENT | Sudan Government Delegation | Sudanese Government | Republic Sudan  H.E. P | Transitional Government Negotiation Delegation
CON_159,Country/State,,,,,,,ETH,Ethiopia,159.0,Ethiopia,ETH,Ethiopia | ETHIOPIA | Democratic Republic Ethiopia | Ethiopia | ETHIOPIA | ETHIOPIAN | Ethopia | Federal Democratic Republic Ethiopia  - Representing Facilitator | Republic Ethiopia | Ethiopia | Ethiopian Government | Federal Democratic Republic Ethiopia | FEDERAL DEMOCRATIC REPUBLIC ETHIOPIA | FDRE
CON_160,Country/State,,,,,,,PHL,Philippines,160.0,Philippines,PHI,Philippines | PHILIPPINES | Philippines | GOVERNMENT REPUBLIC PHILIPPINES | Government Republic Philippines | Government Republic Philippines Mohagher Iqbal | PHILIPPINES | GRP Panel Chair | GRP Panel Executive | GRP Panel Peace Talks | GRP Panelen ATTY | GRP Peace Panel | GRP Representative | GRP SCCH Chairman | GRP Secretariat Victor I. Erfe | GRP Sub - Committee Cessation Hostilities | GRP Sub - Committee Cessation Hostilities ( CCCH | GRP Sub - Committee Cessation Hostilities Chairperson | GRP Technical Comittee Chairperson | GRP Technical Committee | GRP Technical Committee Acting Chairperson | GRP Technical Committee Chairperson | GRP Technical Working Group | House Representatives GRP | GPH | Government Philippines - Coordinating Committee | GPH - CCCH
ARM_161,Armed Organization,,,,,,,PHL,Philippines,161.0,National Democratic Front of the Philippines,NDFP,
CON_162,Country/State,,,,,,,IDN,Indonesia,162.0,Indonesia,INS,Indonesia | INDONESIA | Indonesia | Republic Indonesia | Republic lndonesia | Indonesia  | Indonesian Government
ARM_163,Armed Organization,,,,,,,IDN,Indonesia,163.0,Free Aceh Movement,GAM,Gerakan Aceh Merdeka
NGO_164,Civil Society,Non-governmental Organization,Other,1.0,,,,,,164.0,Centre for Humanitarian Dialogue,HD,HD | Henry Dunant Centre for Humanitarian Dialogue | Henry Dunant Center Humanitarian Dialogue
OTH_165,Other,,,,,1.0,,IDN,Indonesia,165.0,Aceh Police,,
OTH_166,Other,,,,,1.0,,IDN,Indonesia,166.0,Joint Committee on Humanitarian Action,,
OTH_167,Other,,,,,1.0,,IDN,Indonesia,167.0,Joint Committee on Security Modalities,,
UMB_168,Umbrella,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),168.0,Forces Nouvelles de Côte d'Ivoire,FAFN,Forces armÃ©es des forces nouvelles | Forces Nouvelles de Côte d'Ivoire | Armed Forces of the New Forces | FNCI | FN | FAFN | New Forces of Ivory Coast
CON_169,Country/State,,,,,,,IRL,Ireland,169.0,Ireland,IRE,Ireland | IRELAND | Ireland | Republic of Ireland | Republic Ireland | Ireland | Irish Government | Irish Governments | Republic Ireland Government | Taoiseach
ENT_170,Entity,,,,,,,GBR,United Kingdom,170.0,Northern Ireland,NI,Northern Ireland Assembly
CON_171,Country/State,,,,,,,FIN,Finland,171.0,Finland,FIN,FINLAND | Finland | FINLAND | Republic Finland
CON_172,Country/State,,,,,,,KEN,Kenya,172.0,Kenya,KEN,KENYA | Kenya | Republic Keny | Republic Kenya | Kenya | Government Republic Kenya | Kenya Government Facilitation Team | KENYAN GOVERNMENT REPRESENTATIVES  1 | Kenyua
CON_173,Country/State,,,,,,,SSD,South Sudan,173.0,South Sudan,SSD,South Sudan | SOUTH SUDAN | Republic South Sudan | Republic South Sudan/ | South Sudan | Souther Sudan | Government South Sudan | Southern Sudan | GRSS
CON_174,Country/State,,,,,,,TZA,Tanzania,174.0,Tanzania,TAZ,"Tanzania/Tanganyika | TANZANIA, UNITED REPUBLIC OF | Republic Tanzania | Tanzania | Tanzanian Republic  - ABDOU DIOUF | United Republic of Tanzania | United Republic Tanzania"
ARM_175,Armed Organization,,,,,,,UGA,Uganda,175.0,Lord’s Resistance Army,LRA,LRA/M | Kony
CON_176,Country/State,,,,,,,UGA,Uganda,176.0,Uganda,UGA,Uganda | UGANDA | Republic Uganda | Republic Uganda  Facilitators/ | Uganda | UGANDA | Uganda National Rescue II | UGANDA NATIONAL RESCUE II | Uganda National Rescue II High Command | Uganda | GOVERNMENT UGANDA | Government Uganda Delegation
CON_177,Country/State,,,,,,,CHL,Chile,177.0,Chile,CHL,Chile | CHILE | Chile | CHILE | Republic Chile
CON_178,Country/State,,,,,,,PER,Peru,178.0,Peru,PER,Peru | PERU | PERU | Peru | Republic Peru
CON_179,Country/State,,,,,,,ECU,Ecuador,179.0,Ecuador,ECU,Ecuador | ECUADOR | ECUADOR | Ecuador | Republic Ecuador
ARM_180,Armed Organization,,,,,,,COL,Colombia,180.0,FARC,FARC,Fuerzas Armadas Revolucionarias de Colombia |  Revolutionary Armed Forces of Colombia | FARC | FARC - EP | FARC - EP MANUEL MARULANDA VÃƒÆ’Ã¢â‚¬Â°LEZ | FARC - EP : JOAQUÃƒÆ’Ã‚ÂN GÃƒÆ’Ã¢â‚¬Å“MEZ | FARC - EP PABLO CATA TUMBO | FARC GULLERMO ZULUAGA | Revolutionary Armed Forces Colombia | Revolutionary Armed Forces Colombia - People ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Army
CON_181,Country/State,,,,,,,COL,Colombia,181.0,Colombia,COL,Colombia | COLOMBIA | Colombia | Republic Colombia | Colombia | Colombian National Government | National Government Colombia
ARM_182,Armed Organization,,,,,,,COL,Colombia,182.0,United Self-Defence Groups of Colombia,AUC,
ARM_183,Armed Organization,,,,,,,COL,Colombia,183.0,Militias,,
NGO_184,Civil Society,Religious,,,,1.0,,COL,Colombia,184.0,Episcopal Conference of Colombia,,
ARM_185,Armed Organization,,,,,,,COL,Colombia,185.0,Frente Francisco Garnica,FFG,Francisco Garnica Front
NGO_186,Civil Society,Religious,,,,1.0,,COL,Colombia,186.0,Church Representative,,
POL_187,Political Party,,,,,,,ESP,Spain,187.0,Spanish Socialist Workers Party,,
NGO_188,Civil Society,Religious,,,,1.0,,COL,Colombia,188.0,Religious Representatives,,
ARM_189,Armed Organization,,,,,,,COL,Colombia,189.0,Popular Liberation Army,EPL,Ejército Popular de Liberación
ARM_190,Armed Organization,,,,,,,COL,Colombia,190.0,Quintin Lame Armed Movement,MAQL,
POL_191,Political Party,,,,,,,COL,Colombia,191.0,Political Parties,,
NGO_192,Civil Society,Non-governmental Organization,Other,1.0,,,,,,192.0,World Council of Indigenous Peoples,,
NGO_193,Civil Society,Non-governmental Organization,Other,,,1.0,,ESP,Spain,193.0,Spanish Human Rights Association,,
POL_194,Political Party,,,,,,,COL,Colombia,194.0,Revolutionary Worker’s Party,,
ARM_195,Armed Organization,,,,,,,COL,Colombia,195.0,National Liberation Army,ELN,Ejército de Liberación Nacional
UMB_196,Umbrella,,,,,,,COL,Colombia,196.0,CGSB,,Coordinadora Guerrillera SimÃ³n BolÃ­var | SIMÃ“N BOLÃVAR GUERRILLA COORDINATING BOARD
NGO_197,Civil Society,Non-governmental Organization,Other,,,1.0,,,,197.0,Civil Society,,
NGO_198,Civil Society,Religious,,1.0,,,,COL,Colombia,198.0,Catholic Church,,Catholic Church of Colombia
OTH_199,Civil Society,Non-governmental Organization,Other,1.0,,,,,,199.0,Socialist International,,
ARM_200,Armed Organization,,,,,,,COL,Colombia,200.0,M-19,M19,19th of April Movement
NGO_201,Civil Society,Non-governmental Organization,Other,1.0,,,,,,201.0,International Committee of the Red Cross,,ICRC | Red Cross | ICRC ZENICA | C. Von Flue | International Red Cross | RC
CON_202,Country/State,,,,,,,CHE,Switzerland,202.0,Switzerland,SWZ,Switzerland | SWITZERLAND | Swiss Confederation | SWISS CONFEDERATION | Switzerland
CON_203,Country/State,,,,,,,CUB,Cuba,203.0,Cuba,CUB,CUBA | Cuba | Republic Cuba
ARM_204,Armed Organization,,,,,,,COL,Colombia,204.0,CRS,CRS,la Corriente de Renovacion Socialista
OTH_206,Other,,,1.0,,,,,,206.0,International Community,,
ENT_207,Civil Society,Communities and tribes,,,,1.0,,COL,Colombia,207.0,Bolívar South,,
POL_208,Political Party,,,,,,,ZAF,South Africa,208.0,Solidarity,,
POL_209,Political Party,,,,,,,ZAF,South Africa,209.0,SA Communist Party,,
POL_210,Political Party,,,,,,,ZAF,South Africa,210.0,Inkatha Freedom Party,,
POL_211,Political Party,,,,,,,ZAF,South Africa,211.0,United People's Front,,
POL_212,Political Party,,,,,,,ZAF,South Africa,212.0,Democratic Party,,
ENT_213,Entity,,,,,,,ZAF,South Africa,213.0,Bophuthatswana Govt,,
POL_214,Political Party,,,,,,,ZAF,South Africa,214.0,Ximoko Progressive Party,,
ENT_215,Entity,,,,,,,ZAF,South Africa,215.0,Venda Govt,,
ENT_216,Entity,,,,,,,ZAF,South Africa,216.0,Transkei Govt,,
POL_217,Political Party,,,,,,,ZAF,South Africa,217.0,Dikwankwetla Party,,
POL_218,Political Party,,,,,,,ZAF,South Africa,218.0,Intando Yesizwe Party,,
POL_219,Political Party,,,,,,,ZAF,South Africa,219.0,Inyandza National Movement,,
POL_220,Political Party,,,,,,,ZAF,South Africa,220.0,Labour Party SA,,
CON_221,Country/State,,,,,,,ZAF,South Africa,221.0,South Africa,SAF,South Africa | SOUTH AFRICA | Republic South Afirca | Republic South Africa | South Africa | SOUTH AFRICA | South Africa | Government Republic South Africa | South African Government & | South African Parliament
POL_222,Political Party,,,,,,,ZAF,South Africa,222.0,African National Congress,ANC,
POL_223,Political Party,,,,,,,ZAF,South Africa,223.0,Natal / Tvl Indian Congress,,
POL_224,Political Party,,,,,,,ZAF,South Africa,224.0,National Party,,
POL_225,Political Party,,,,,,,ZAF,South Africa,225.0,National People's Party,,
IGO_226,Intergovernmental Organization,,,,1.0,,,,,226.0,Organisation of Islamic Cooperation,OIC,Organisation Of Islamic Cooperation | Organization Of Islamic Cooperation || Organization Of The Islamic Conference || OIC || Organisation Of The Islamic Conference |  Organization Of Islamic Cooperation  | Organization Of The Islamic Conference  |  OIC  | Organisation Of The Islamic Conference | Organization of the Islamic Conference (OIC) | Org. Islamic Conference | Organization of the Islamic Conference (OIC) | Organization of the Islamic Conference | Org. of the Islamic Conference | OCI | Organization of the Islamic Conference | Organisation de la coopÃ©ration islamique |  l'Organisations de la CoopÃ©ration Islamique | l'OCC | the Organization of the Islamic Conference | Organisation Islamic Cooperation
ARM_227,Armed Organization,,,,,,,PHL,Philippines,227.0,Moro National Liberation Front,MNLF,
CON_228,Country/State,,,,,,,MAR,Morocco,228.0,Morocco,MOR,Morocco | MOROCCO | Kingdom Morocco | Morocco &
ARM_229,Armed Organization,,,,,,, ,Western Sahara,229.0,Polisario Front,,Frente Polisario
ARM_230,Armed Organization,,,,,,,PHL,Philippines,230.0,Moro Islamic Liberation Front ,MILF,MILF | MILF - CCCH Chairperson | MILF CCCH | MILF CCCH Chairperson | MILF CCCH Member | MILF Cease - Fire Committee | MILF Central Committee | MILF Committee | MILF Committee Cessation Hostilities | MILF Committee Cessation Hostilities Chair | MILF Implementation Panel | MILF Implementing Panel | MILF Islamic Supreme Court | MILF Legal Counsel | MILF Legal Counselor | MILF Negotiating Panel | MILF Panel | MILF Panel Chair | MILF Peace | MILF Political Affairs | MILF Political Affairs Central Committee | MILF SCCH | MILF SCCH Acting | MILF SCCH Member | MILF Secretariat | MILF Secretariat Technical Committee | MILF Sub - Committee Cessation Hostilities | MILF Sub - Committee Cessation Hostilities Acting | MILF Sub - Committee Cessation Hostilities Chairperson | MILF Technical Committee | MILF Technical Committee Acting | MILF Technical Committee Chairperson | MILF Technical Working Group | Moro Islamic Liberation
OTH_231,Other,,,,,1.0,,LBR,Liberia,231.0,Liberia National Conference,,
ARM_233,Armed Organization,,,,,,,LBR,Liberia,233.0,Lofa Defence Force,LDF,
ARM_234,Armed Organization,,,,,,,LBR,Liberia,234.0,United Liberation Movement for Democracy in Liberia,,
MIL_235,Military,,,,,,,LBR,Liberia,235.0,Liberia Armed Forces,, Armed Forces Liberia |  ARMED FORCES LIBERIA
POL_236,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),236.0,Movement of the Forces of the Future,MFA,
ARM_237,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),237.0,Ivorian Popular Front,FPI,
ARM_238,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),238.0,Rally of the Republicans,RDR,
POL_239,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),239.0,Ivorian Workers' Party,PIT,
ARM_240,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),240.0,Patriotic Movement of Côte d’Ivoire,MPCI,Mouvement patriotique de Côte d’Ivoire
ARM_241,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),241.0,Ivorian Popular Movement of the Great West,MPIGO,Mouvement populaire ivoirien du Grand Ouest
POL_242,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),242.0,Union for Democracy and Peace in Ivory Coast,UDCPI,
POL_243,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),243.0,Democratic Party of Ivory Coast – African Democratic Rally,PDCI-RDA,
ARM_244,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),244.0,Movement for Justice and Peace,MJP,Mouvement pour la justice et la paix
POL_245,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),245.0,Citizens' Democratic Union,UDCY,
POL_246,Political Party,,,,,,,KHM,Cambodia,246.0,FUNCINPEC,,"National United Front for an Independent, Neutral, Peaceful and Cooperative Cambodia"
CON_247,Country/State,,,,,,,KHM,Cambodia,247.0,Cambodia,CAM,Cambodia (Kampuchea) | CAMBODIA | Cambodia | Kingdom of Cambodia | Kingdom Cambodia
CON_248,Country/State,,,,,,,DJI,Djibouti,248.0,Djibouti,DJI,Djibouti | DJIBOUTI | Djibouti | Djibouti & FRUD ] | Republic Diijbouti | Republic Djibouti
ARM_249,Armed Organization,,,,,,,DJI,Djibouti,249.0,Front for the Restoration of Unity and Democracy,FRUD,Frontpourlarestaurationdel'unitéetdeladémocratie | Front pour la Restauration de l'Unité et de la Démocratie | Front pour la Restauration de l'Unité et de la Démocratie (FRUD)
IGO_250,Intergovernmental Organization,,,1.0,,,,,,250.0,World Peace Council,WPC,World Peace Council Africa Area / Congo
ARM_252,Armed Organization,,,,,,,COG,"Congo, Republic of the",252.0,Self-Defence Forces of Resistance,FADR, FADR
CON_253,Country/State,,,,,,,BDI,Burundi,253.0,Burundi,BUI,Burundi | BURUNDI | Burundi | Burundi - | Republic Burundi | Republic Burundi - Mr | Republic Burundi Signatory Party | Republic Burundi : | Burundi | Burundi Government Delegation | Burundian National Assembly | Burundi Government Delegation | Republic Burundi  - Mr | Republic Burundi  Signatory Party | Burundi  -
ARM_254,Armed Organization,,,,,,,NER,Niger,254.0,Coordination of the Armed Resistance,CRA,Coordination de la Résistance Armée | Coordination de la Résistance Armée (CRA)
CON_255,Country/State,,,,,,,DZA,Algeria,255.0,Algeria,ALG,Algeria | ALGERIA | People's Democratic Republic Algeria | People's Democratic Republic Algeria  ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ | People's Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra | People's Democratic Republic of Algeria | Democratic and Popular Republic of Algeria | RÃƒÂ©publique AlgÃƒÂ©rinne DÃƒÂ©mocratique et Populaire | People Ã¢â‚¬â„¢s Democratic Republic Algeria | Popular Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria  Ã¢â‚¬Â¢ | People Ã¢â‚¬â„¢s Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra
ARM_256,Armed Organization,,,,,,,NER,Niger,256.0,Organisation of the Armed Resistance,,
ARM_257,Armed Organization,,,,,,,MLI,Mali,257.0,Arab Movement of Azawad ,MAA,Mouvement Arabe de l'Azawad
ARM_258,Armed Organization,,,,,,,AGO,Angola,258.0,National Union for the Total Independence of Angola,UNITA,União Nacional para a Independência Total de Angola (UNITA) | União Nacional para a Independência Total de Angola
CON_259,Country/State,,,,,,,PRT,Portugal,259.0,Portugal,POR,Portugal | PORTUGAL | Portuguese Republic | Portugal | Portuguese Government
CON_260,Country/State,,,,,,,AGO,Angola,260.0,Angola,ANG,Angola | ANGOLA | Angol | Angola | Republic Angola | International Relations Republic Angola
OTH_261,Armed Organization,,,,,,,LBR,Liberia,261.0,Liberian Peace Council,,
ARM_262,Armed Organization,,,,,,,LBR,Liberia,262.0,National Patriotic Front of Liberia - Central Revolutionary Council,NPFL-CRC,
UMB_263,Umbrella,,,,,,,TJK,Tajikistan,263.0,United Tajik Opposition,,
CON_264,Country/State,,,,,,,COD,"Congo, Democratic Republic of the",264.0,"Congo, Democratic Republic of the",DRC,"Congo, Democratic Republic of (Zaire) | CONGO, THE DEMOCRATIC REPUBLIC OF | Democratic Republic | Democratic Republic Congo | Republic Democratic Republic Congo"
ARM_265,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",265.0,Movement for the Liberation of Congo,MLC,Mouvement de Libération du Congo
ARM_266,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",266.0,Rally for Congolese Democracy,RCD,Rassemblement congolais pour la démocratie | Pour le Rassemblement Congolais pour La DÃ©mocratie-National | Congolese Rally for Democracy | Rassemblement Congolais pour la Démocratie
CON_267,Country/State,,,,,,,BWA,Botswana,267.0,Botswana,BOT,Botswana | BOTSWANA
CON_268,Country/State,,,,,,,MEX,Mexico,268.0,Mexico,MEX,Mexico | MEXICO | MEXICO | Mexico | United Mexican States | Mexico | Mexican Foreign Ministry | Mexican Government
ARM_269,Armed Organization,,,,,,,MEX,Mexico,269.0,Zapatista Army of National Liberation,EZLN,Ejército Zapatista de Liberación Nacional
NGO_270,Civil Society,Religious,,,,1.0,,NIC,Nicaragua,270.0,Cardinal Miguel Obando Bravo,,
UMB_271,Umbrella,,,,,,,NIC,Nicaragua,271.0,Nicaraguan Resistance,NR,
CON_272,Country/State,,,,,,,ERI,Eritrea,272.0,Eritrea,ERI,Eritrea | ERITREA | Eritrea | Eritrea | Eritrean Government
CON_273,Country/State,,,,,,,PRK,"Korea, North",273.0,North Korea,PRK,"Korea, People's Republic of | KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF | Democratic People's Republic | Democratic People Republic Korea"
IGO_274,Intergovernmental Organization,,,1.0,,,UN Mission,,,274.0,UNOMB,UNOMB,UN Observer Mission in Bougainville 
ENT_275,Entity,,,,,,,RUS,Russia,275.0,Chechen Republic,,
CON_276,Country/State,,,,,,,NZL,New Zealand,276.0,New Zealand,NEW,New Zealand | NEW ZEALAND | New Zealand | NEW ZEALAND
CON_277,Country/State,,,,,,,AUS,Australia,277.0,Australia,AUL,Australia | AUSTRALIA | Australia |  Commonwealth of Australia
CON_278,Country/State,,,,,,,VUT,Vanuatu,278.0,Vanuatu,,Vanuatu | VANUATU
CON_279,Country/State,,,,,,,SLB,Solomon Islands,279.0,Solomon Islands,SOL,Solomon Islands | SOLOMON ISLANDS | Solomon Islands | Solomon Islands | Solomon Islands Government
CON_280,Country/State,,,,,,,TON,Tonga,280.0,Tonga,,Tonga | TONGA
CON_281,Country/State,,,,,,,FJI,Fiji,281.0,Fiji,FJI,Fiji | FIJI | Fiji
CON_282,Country/State,,,,,,,PNG,Papua New Guinea,282.0,Papua New Guinea,PNG,Papua New Guinea | PAPUA NEW GUINEA | Papua New Guinea | Papua New Guinea | NATIONAL GOVERNMENT PAPUA NEW GUINEA | Bougainville Interim Government | Bougainville Interim Government Spokesmen | Bougainville Interim Provincial Government | Bougainville Transitional Government | BOUGAINVILLE TRANSITIONAL GOVERNMENT | Papua New Guinea Government
ARM_283,Armed Organization,,,,,,,SDN,Sudan,283.0,Sudan People's Liberation Movement/Army ,SPLM/A,Sudan People's Liberation Movement | Sudan People Liberation Army | Sudan People Liberation Movement | Sudan People Liberation Movement / Army | Sudan People Liberation Movement / Army - North | Sudan People Liberation Movement / Sudan People Liberation Army | Sudan People Liberation Movement/ Army | Sudan Peoples ' Liberation Movement Ross Mountain United Nations | Sudan Peoples Liberation Movement | SPLM - Detainees | SPLM - FDs | SPLM - IG | SPLM - United | SPLM / | SPLM / - N | SPLM / NUBA | SPLM / SPLA | SPLM County
OTH_284,Other,Government agency,,1.0,,,,USA,United States,284.0,USAID,,
CON_285,Country/State,,,,,,,LBY,Libya,285.0,Libya,LIB,Libya | LIBYAN ARAB JAMAHIRIYA | Libya | Libyan Arab Jamahiriya | Great Socialist People's Libyan Arab Jamahiriya
ENT_286,Entity,,,,,,,BGD,Bangladesh,286.0,Chittagong Hill Tracts,,
CON_287,Country/State,,,,,,,BGD,Bangladesh,287.0,Bangladesh,BNG,Bangladesh | BANGLADESH | People's Republic Bangladesh | Peoples  Republic Bangladesh  SD/- | People's Republic of Bangladesh | People Ã¢â‚¬â„¢s Republic Bangladesh
CON_288,Country/State,,,,,,,AFG,Afghanistan,288.0,Afghanistan,AFG,Afghanistan | AFGHANISTAN | Islamic Republic of Afghanistan | Islamic Republic Afghanistan | Islamic Republic Afghanistan | Afghan Government | Afghan Government | Afghan Interim Administration
CON_289,Country/State,,,,,,,IRN,Iran,289.0,Iran (Islamic Republic of),IRN,"Iran (Persia) | IRAN, ISLAMIC REPUBLIC OF | Iran | Islamic Republic Iran"
CON_290,Country/State,,,,,,,CMR,Cameroon,290.0,Cameroon,CAO,Cameroon | CAMEROON | Cameroon | Republic Cameroon | Republic Cameroon :
MIL_291,Military,,,,,,,PHL,Philippines,291.0,Armed Forces of the Philippines,,AFP
CON_292,Country/State,,,,,,,BRN,Brunei,292.0,Brunei,BRU,Brunei | BRUNEI DARUSSALAM
ARM_293,Armed Organization,,,,,,,KHM,Cambodia,293.0,Khmer People’s National Liberation Front,KPNLF,
CON_294,Country/State,,,,,,,JPN,Japan,294.0,Japan,JPN,Japan | JAPAN | JAPAN
CON_295,Country/State,,,,,,,THA,Thailand,295.0,Thailand,THI,Thailand | THAILAND | Kingdom Thailand | Thailand
CON_296,Country/State,,,,,,,SGP,Singapore,296.0,Singapore,SIN,Singapore | SINGAPORE | Republic Singapore | Singapore | Republic of Singapore
CON_297,Country/State,,,,,,,VNM,Vietnam,297.0,Vietnam,RVN,"Vietnam, Republic of | VIETNAM | Socialist Republic of Vietnam | Socialist Republic Viet Nam | Socialist Republic Vietnam | Socialist Republic of Vietnam"
CON_298,Country/State,,,,,,,LAO,Laos,298.0,Laos,LAO,Laos | LAO PEOPLE'S DEMOCRATIC REPUBLIC
ARM_299,Armed Organization,,,,,,,SLV,El Salvador,299.0,Farabundo Martí National Liberation Front,FMLN,Frente Farabundo Martí para la Liberación Nacional
